time_ms,iTOW,connected,hasFix,sats,lat_deg,lon_deg,alt_m,speed_kph,velN_mps,velE_mps,velD_mps,gX,gY,gZ,rollRate_dps,pitchRate_dps,yawRate_dps,yaw_deg,pitch_deg,lean_deg,can_valid,can_rpm,can_gear,can_speed,can_neutral,can_clutch,can_brake_switch,can_coolant_temp,can_throttle_demand_pct,can_throttle_actual_raw,can_rear_motion_raw,can_shift_event_raw,can_att_174_raw,can_att_178_raw,can_att_17c_raw
11047,1280,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0610,-0.0050,0.9990,-3.11,0.82,0.58,0.000,-3.494,5.978,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-22,23423
11140,1360,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0590,-0.0060,1.0000,-3.15,0.85,0.60,0.000,-3.377,5.733,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-36,28799
11204,1440,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0590,-0.0060,1.0020,-3.16,0.84,0.61,0.000,-3.370,5.495,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-36,28799
11291,1520,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0600,-0.0060,0.9980,-3.15,0.83,0.60,0.000,-3.440,5.266,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-39,28799
11355,1600,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0560,-0.0050,1.0000,-3.14,0.87,0.59,0.000,-3.205,5.048,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-36,21631
11443,1680,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0530,-0.0120,1.0140,-3.12,0.76,0.60,0.000,-2.992,4.832,1,230,0,0.0,1,0,1,9.0,0.0,134,0,0,-28,22143
11504,1760,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0800,0.0150,0.9690,-2.95,0.87,0.62,0.000,-4.720,4.650,1,1449,0,0.0,1,0,1,9.0,0.0,134,0,0,-34,4223
11595,1840,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0650,-0.0030,0.9900,-2.91,0.83,0.62,0.000,-3.756,4.487,1,1449,0,0.0,1,0,1,9.0,0.0,134,0,0,31,26750
11658,1920,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0760,0.0200,0.9730,-2.42,0.74,0.72,0.000,-4.466,4.342,1,1449,0,0.0,1,0,1,9.0,0.0,134,0,0,-31,-5247
11747,2000,1,0,0,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0.000,0.0550,0.0070,0.9810,-2.62,0.90,0.58,0.000,-3.209,4.231,1,2121,0,0.0,1,0,1,9.0,0.0,134,0,0,-31,-5247
